1,1,松本　純,117840
1,10,山本　誠一,9229
1,7,こうざい　亮子,18898
1,9,なかばやし　美恵子,135211
2,1,すが　義偉,132270
2,7,高山　おさむ,20366
2,9,三村　和也,131722
3,1,おこのぎ　八郎,89588
3,10,山下　浩一郎,2279
3,4,加とう　正法,20407
3,5,徳島　まさひろ,2206
3,7,古谷　やすひこ,19419
3,9,岡本　英子,125856
4,1,林　じゅん,107974
4,10,いとう　航平,7270
4,4,あさお　慶一郎,70728
4,5,小原　まり,3505
4,9,長島　一由,89082
5,1,さかい　学,115458
5,5,かどもり　隆,4448
5,7,岩崎　ひろし,29657
5,9,田中　けいしゅう,156328
6,2,上田　いさむ,94941
6,5,寺島　ひろや,5790
6,7,藤井　みどり,22464
6,9,池田　元久,132192
7,1,鈴木　けいすけ,109844
7,5,石井　サトシ,7731
7,9,すとう　信彦,157070
8,1,ふくだ　峰之,54480
8,4,江田　けんじ,128753
8,5,小島　ひろゆき,4246
8,9,山崎　誠,73544
9,1,中山　のりひろ,49274
9,10,すどう　たかなり,4423
9,5,小口　ひろつぐ,3055
9,7,利根川　たけのり,16239
9,9,笠　ひろふみ,127219
10,1,田中　かずのり,118641
10,5,島崎　りゅう一,5746
10,7,笠木　たかし,33134
10,9,城島　光力,152921
11,1,小泉　進次郎,150893
11,10,岩田　吉喜,1830
11,5,つるかわ　晃久,2375
11,7,いとう　正子,12601
11,9,よこくめ　勝仁,96631
12,1,桜井　いくぞう,69524
12,5,山田　しげる,2056
12,6,あべ　ともこ,47536
12,7,渡辺　ちか子,11240
12,9,中塚　一宏,110532
13,1,甘利　明,136164
13,5,鈴木　ちひろ,6588
13,7,近藤　ちあき,18711
13,9,たちばな　秀徳,138104
14,1,あかま　二郎,104631
14,10,吉田　隆則,1737
14,5,石川　まさよし,2713
14,7,赤間　友子,17844
14,9,もとむら　賢太郎,157644
15,1,河野　太郎,163470
15,5,浜田　ゆうさく,3341
15,7,西脇　たくや,15786
15,9,勝又　恒一郎,124414
16,1,かめい　善太郎,113371
16,5,住吉　まさみつ,4166
16,9,ごとう　祐一,167721
17,1,牧島　かれん,105806
17,10,井上　よしゆき,42881
17,5,中野　じゅん子,4067
17,9,神山　洋介,139678
18,1,やまぎわ　大志郎,82221
18,4,藤崎　浩太郎,14325
18,5,遠山　ひろこ,3209
18,7,むねた　裕之,15832
18,9,ひだか　剛,110239
