1,1,よさの　かおる,149894 
1,10,マタヨシ　光雄,1557 
1,9,海江田　万里,101396 
1,7,堀江　やすのぶ,21794 
2,7,中島　つかね,24848 
2,9,中山　よしかつ,98335 
2,1,ふかや　隆司,127889 
3,9,まつばら　仁,123999 
3,7,後藤　ひとし,23611 
3,1,石原　ひろたか,151989 
4,9,うさみ　登,86354 
4,10,中西　一善,19955 
4,1,平　将明,119812 
4,10,佐藤　博己,5313 
4,7,佐藤　ふみのり,25078 
5,9,手塚　よしお,109618 
5,7,星見　てい子,22107 
5,1,小杉　隆,150667 
6,7,田中　美代子,28252 
6,1,おち　たかお,136750 
6,9,小宮山　洋子,130283 
7,9,ながつま　昭,113221 
7,1,松本　文明,131464 
7,7,太田　のりおき,24110 
8,1,石原　のぶてる,161966 
8,9,鈴木　盛夫,94074 
8,7,沢田　俊史,26819 
9,7,望月　やす子,28493 
9,1,すがわら　一秀,153309 
9,6,中川　直人,14952 
9,9,川島　ともたろう,87890 
10,1,小池　ゆりこ,109764 
10,7,山本　としえ,17929 
10,11,小林　こうき,41089 
10,9,さめじま　宗明,50536 
11,1,下村　博文,148099 
11,9,渡なべ　浩一郎,85832 
11,7,とくとめ　道信,35233 
12,7,のの山　けん,26068 
12,2,太田　あきひろ,109636 
12,9,ふじた　幸久,73943 
12,10,八代　英太,44279 
13,7,田村　智子,30806 
13,1,かもした　一郎,129586 
13,9,城島　まさみつ,80378 
14,9,井上　かずお,69108 
14,7,伊藤　文雄,22131 
14,1,松島　みどり,118771 
14,10,前田　真司,4478 
15,9,あずま　祥三,79621 
15,7,吉田　としお,23659 
15,1,木村　勉,123021 
16,1,島村　宜伸,145439 
16,7,安部　安則,25328 
16,9,中津川　ひろさと,84564 
17,1,平沢　勝栄,161324 
17,9,にしこおり　あつし,67300 
17,7,小島　佐知子,27597 
18,7,宮本　とおる,21542 
18,9,菅　直人,126716 
18,1,土屋　正忠,118879 
19,9,末松　義規,133180 
19,7,清水　明男,27811 
19,1,松本　洋平,138596 
20,9,加藤　公一,107916 
20,7,池田　真理子,32299 
20,1,木原　せいじ,112634 
21,7,田川　ゆたか,25484 
21,10,十河　豊,3739 
21,9,長島　昭久,98749 
21,1,小川　友一,109310 
22,1,伊藤　達也,150404 
22,9,山花　いくお,107417 
22,7,若林　義春,28356 
22,10,山下　万葉,2483 
23,1,伊藤　公介,162351 
23,7,むろや　友英,27232 
23,9,石毛　えい子,107136 
24,1,はぎうだ　光一,150552 
24,9,あくつ　幸彦,106459 
24,7,長谷川　あきら,26233 
25,7,鈴木　たくや,19954 
25,9,島田　久,66008 
25,1,井上　信治,113800 
