1,12,渡辺　徹,18128
1,7,冨田　なおき,32830
1,10,マタヨシ　光雄,1416
1,9,海江田　万里,89232
1,1,山田　みき,107015
1,15,野崎　たかのぶ,2209
2,1,辻　清人,103954
2,7,石沢　のりゆき,32296
2,3,おおくま　利昭,44550
2,9,中山　よしかつ,58407
2,10,犬丸　勝子,4668
3,9,まつばら　仁,111353
3,1,石原　ひろたか,115623
3,7,香西　かつ介,34295
4,12,いぬぶし　秀一,20108
4,1,平　将明,109377
4,9,藤田　のりひこ,48861
4,7,山本　純平,38925
5,1,若宮　けんじ,102424
5,10,三谷　英弘,44103
5,9,手塚　よしお,66255
5,15,ドクター　中松,12777
5,7,沢井　正代,32140
6,7,岸　たけし,51595
6,1,おち　たかお,110872
6,3,落合　貴之,88915
7,7,太田　のりおき,27866
7,9,ながつま　昭,104422
7,12,吉田　康一郎,18332
7,1,松本　文明,83476
8,9,円　より子,73348
8,10,鈴木　たつお,16981
8,1,石原　のぶてる,116193
8,7,沢田　しんご,37788
9,1,すがわら　一秀,123368
9,7,原　純子,50861
9,3,木内　たかたね,65809
10,9,えばた　貴子,44123
10,1,小池　ゆりこ,93610
10,8,たがや　亮,9663
10,12,神谷　ちづ子,8688
10,7,今　秀子,28453
11,10,下村　めい,15447
11,1,下村 博文,129587
11,7,山内　金久,43083
11,9,くまき　美奈子,43040
12,2,太田　あきひろ,88499
12,7,池内　さおり,44721
12,12,田母神　としお,39233
12,8,青木　愛,40067
13,1,かもした　一郎,113036
13,9,長谷川　たかこ,43028
13,7,そぶえ　元希,35518
13,12,和田　ともゆき,11915
14,9,木村　たけつか,63377
14,1,松島　みどり,87546
14,7,あとう　和之,37089
15,10,いの　たかし,8759
15,3,柿沢　未途,88507
15,1,あきもと　司,85714
15,7,吉田　としお,31384
16,1,大西　ひでお,98536
16,3,初鹿　明博,56701
16,10,岡本　貴士,9334
16,7,大田　朝子,36976
16,12,石井　よしあき,11484
17,7,新井　杉生,39724
17,3,高橋　みほ,46156
17,1,平沢　勝栄,125351
18,1,土屋　正忠,106143
18,9,菅　直人,89877
18,7,ゆうき　亮,35699
19,7,小泉　たみじ,36878
19,12,山田　宏,30658
19,9,末松　義規,87584
19,1,松本　洋平,107608
20,7,池田　真理子,49902
20,9,竹田　光明,51362
20,1,木原　誠二,110273
21,9,長島　昭久,82351
21,1,小田原　きよし,83984
21,7,吉田　正史,35598
22,9,山花　郁夫,80014
22,1,伊藤　達也,116757
22,7,坂内　淳,36980
22,12,かの　あきら,20288
23,1,小倉　まさのぶ,104709
23,9,くしぶち　万里,63706
23,7,松村　りょうすけ,35166
23,3,伊藤　しゅんすけ,50836
24,9,あくつ　幸彦,71212
24,7,市川　かつひろ,32887
24,1,はぎうだ　光一,126024
24,12,藤井　よしひろ,13680
25,1,井上　信治,100081
25,9,山下　ようこ,32687
25,7,井上　たかし,29650
